relative_path,treatment,sample,angle,group_id,source_path
treatment_1/sample_H/6Oclock/rep_014.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__130__6428.txt
treatment_1/sample_H/6Oclock/rep_015.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__43__6341.txt
treatment_1/sample_H/6Oclock/rep_016.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__57__6355.txt
treatment_1/sample_H/6Oclock/rep_017.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__38__6336.txt
treatment_1/sample_H/6Oclock/rep_018.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__141__6439.txt
treatment_1/sample_H/6Oclock/rep_019.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__81__6379.txt
treatment_1/sample_H/6Oclock/rep_020.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__127__6425.txt
treatment_1/sample_H/6Oclock/rep_021.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__148__6446.txt
treatment_1/sample_H/6Oclock/rep_022.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__93__6391.txt
treatment_1/sample_H/6Oclock/rep_023.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__21__6319.txt
treatment_1/sample_H/6Oclock/rep_024.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__87__6385.txt
treatment_1/sample_H/6Oclock/rep_025.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__133__6431.txt
treatment_1/sample_H/6Oclock/rep_026.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__61__6359.txt
treatment_1/sample_H/6Oclock/rep_027.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__108__6406.txt
treatment_1/sample_H/6Oclock/rep_028.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__45__6343.txt
treatment_1/sample_H/6Oclock/rep_029.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__138__6436.txt
treatment_1/sample_H/6Oclock/rep_030.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__75__6373.txt
treatment_1/sample_H/6Oclock/rep_031.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__41__6339.txt
treatment_1/sample_H/6Oclock/rep_032.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__70__6368.txt
treatment_1/sample_H/6Oclock/rep_033.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__98__6396.txt
treatment_1/sample_H/6Oclock/rep_034.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__143__6441.txt
treatment_1/sample_H/6Oclock/rep_035.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__103__6401.txt
treatment_1/sample_H/6Oclock/rep_036.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__0__6298.txt
treatment_1/sample_H/6Oclock/rep_037.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__30__6328.txt
treatment_1/sample_H/6Oclock/rep_038.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__35__6333.txt
treatment_1/sample_H/6Oclock/rep_039.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__117__6415.txt
treatment_1/sample_H/6Oclock/rep_040.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__32__6330.txt
treatment_1/sample_H/6Oclock/rep_041.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__120__6418.txt
treatment_1/sample_H/6Oclock/rep_042.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__49__6347.txt
treatment_1/sample_H/6Oclock/rep_043.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__26__6324.txt
treatment_1/sample_H/6Oclock/rep_044.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__104__6402.txt
treatment_1/sample_H/6Oclock/rep_045.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__144__6442.txt
treatment_1/sample_H/6Oclock/rep_046.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__66__6364.txt
treatment_1/sample_H/6Oclock/rep_047.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__72__6370.txt
treatment_1/sample_H/6Oclock/rep_048.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__7__6305.txt
treatment_1/sample_H/6Oclock/rep_049.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__42__6340.txt
treatment_1/sample_H/6Oclock/rep_050.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__80__6378.txt
treatment_1/sample_H/6Oclock/rep_051.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__140__6438.txt
treatment_1/sample_H/6Oclock/rep_052.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__39__6337.txt
treatment_1/sample_H/6Oclock/rep_053.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__56__6354.txt
treatment_1/sample_H/6Oclock/rep_054.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__79__6377.txt
treatment_1/sample_H/6Oclock/rep_055.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__16__6314.txt
treatment_1/sample_H/6Oclock/rep_056.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__91__6389.txt
treatment_1/sample_H/6Oclock/rep_057.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__134__6432.txt
treatment_1/sample_H/6Oclock/rep_058.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__131__6429.txt
treatment_1/sample_H/6Oclock/rep_059.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__94__6392.txt
treatment_1/sample_H/6Oclock/rep_060.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__60__6358.txt
treatment_1/sample_H/6Oclock/rep_061.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__44__6342.txt
treatment_1/sample_H/6Oclock/rep_062.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__109__6407.txt
treatment_1/sample_H/6Oclock/rep_063.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__92__6390.txt
treatment_1/sample_H/6Oclock/rep_064.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__149__6447.txt
treatment_1/sample_H/6Oclock/rep_065.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__126__6424.txt
treatment_1/sample_H/6Oclock/rep_066.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__132__6430.txt
treatment_1/sample_H/6Oclock/rep_067.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__86__6384.txt
treatment_1/sample_H/6Oclock/rep_068.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__20__6318.txt
treatment_1/sample_H/6Oclock/rep_069.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__31__6329.txt
treatment_1/sample_H/6Oclock/rep_070.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__1__6299.txt
treatment_1/sample_H/6Oclock/rep_071.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__102__6400.txt
treatment_1/sample_H/6Oclock/rep_072.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__116__6414.txt
treatment_1/sample_H/6Oclock/rep_073.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__34__6332.txt
treatment_1/sample_H/6Oclock/rep_074.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__40__6338.txt
treatment_1/sample_H/6Oclock/rep_075.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__74__6372.txt
treatment_1/sample_H/6Oclock/rep_076.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__139__6437.txt
treatment_1/sample_H/6Oclock/rep_077.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__142__6440.txt
treatment_1/sample_H/6Oclock/rep_078.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__99__6397.txt
treatment_1/sample_H/6Oclock/rep_079.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__71__6369.txt
treatment_1/sample_H/6Oclock/rep_080.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__53__6351.txt
treatment_1/sample_H/6Oclock/rep_081.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__28__6326.txt
treatment_1/sample_H/6Oclock/rep_082.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__47__6345.txt
treatment_1/sample_H/6Oclock/rep_083.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__68__6366.txt
treatment_1/sample_H/6Oclock/rep_084.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__125__6423.txt
treatment_1/sample_H/6Oclock/rep_085.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__85__6383.txt
treatment_1/sample_H/6Oclock/rep_086.npy,treatment_1,sample_H,6Oclock,treatment_1/sample_H/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/H/Angle_6Oclock/sample_1_H_6oclock_ST026791__13__6311.txt
