relative_path,treatment,sample,angle,group_id,source_path
treatment_1/sample_A/6Oclock/rep_010.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__107__2205.txt
treatment_1/sample_A/6Oclock/rep_011.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__25__2123.txt
treatment_1/sample_A/6Oclock/rep_012.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__65__2163.txt
treatment_1/sample_A/6Oclock/rep_013.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__6__2104.txt
treatment_1/sample_A/6Oclock/rep_014.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__147__2245.txt
treatment_1/sample_A/6Oclock/rep_015.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__128__2226.txt
treatment_1/sample_A/6Oclock/rep_016.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__88__2186.txt
treatment_1/sample_A/6Oclock/rep_017.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__110__2208.txt
treatment_1/sample_A/6Oclock/rep_018.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__23__2121.txt
treatment_1/sample_A/6Oclock/rep_019.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__58__2156.txt
treatment_1/sample_A/6Oclock/rep_020.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__37__2135.txt
treatment_1/sample_A/6Oclock/rep_021.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__115__2213.txt
treatment_1/sample_A/6Oclock/rep_022.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__0__2098.txt
treatment_1/sample_A/6Oclock/rep_023.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__18__2116.txt
treatment_1/sample_A/6Oclock/rep_024.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__77__2175.txt
treatment_1/sample_A/6Oclock/rep_025.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__63__2161.txt
treatment_1/sample_A/6Oclock/rep_026.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__53__2151.txt
treatment_1/sample_A/6Oclock/rep_027.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__101__2199.txt
treatment_1/sample_A/6Oclock/rep_028.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__28__2126.txt
treatment_1/sample_A/6Oclock/rep_029.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__47__2145.txt
treatment_1/sample_A/6Oclock/rep_030.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__68__2166.txt
treatment_1/sample_A/6Oclock/rep_031.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__125__2223.txt
treatment_1/sample_A/6Oclock/rep_032.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__85__2183.txt
treatment_1/sample_A/6Oclock/rep_033.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__13__2111.txt
treatment_1/sample_A/6Oclock/rep_034.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__14__2112.txt
treatment_1/sample_A/6Oclock/rep_035.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__82__2180.txt
treatment_1/sample_A/6Oclock/rep_036.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__136__2234.txt
treatment_1/sample_A/6Oclock/rep_037.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__122__2220.txt
treatment_1/sample_A/6Oclock/rep_038.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__96__2194.txt
treatment_1/sample_A/6Oclock/rep_039.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__11__2109.txt
treatment_1/sample_A/6Oclock/rep_040.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__51__2149.txt
treatment_1/sample_A/6Oclock/rep_041.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__119__2217.txt
treatment_1/sample_A/6Oclock/rep_042.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__54__2152.txt
treatment_1/sample_A/6Oclock/rep_043.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__129__2227.txt
treatment_1/sample_A/6Oclock/rep_044.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__7__2105.txt
treatment_1/sample_A/6Oclock/rep_045.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__146__2244.txt
treatment_1/sample_A/6Oclock/rep_046.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__64__2162.txt
treatment_1/sample_A/6Oclock/rep_047.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__89__2187.txt
treatment_1/sample_A/6Oclock/rep_048.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__112__2210.txt
treatment_1/sample_A/6Oclock/rep_049.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__24__2122.txt
treatment_1/sample_A/6Oclock/rep_050.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__106__2204.txt
treatment_1/sample_A/6Oclock/rep_051.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__76__2174.txt
treatment_1/sample_A/6Oclock/rep_052.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__19__2117.txt
treatment_1/sample_A/6Oclock/rep_053.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__62__2160.txt
treatment_1/sample_A/6Oclock/rep_054.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__22__2120.txt
treatment_1/sample_A/6Oclock/rep_055.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__111__2209.txt
treatment_1/sample_A/6Oclock/rep_056.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__1__2099.txt
treatment_1/sample_A/6Oclock/rep_057.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__114__2212.txt
treatment_1/sample_A/6Oclock/rep_058.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__36__2134.txt
treatment_1/sample_A/6Oclock/rep_059.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__59__2157.txt
treatment_1/sample_A/6Oclock/rep_060.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__124__2222.txt
treatment_1/sample_A/6Oclock/rep_061.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__69__2167.txt
treatment_1/sample_A/6Oclock/rep_062.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__12__2110.txt
treatment_1/sample_A/6Oclock/rep_063.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__84__2182.txt
treatment_1/sample_A/6Oclock/rep_064.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__52__2150.txt
treatment_1/sample_A/6Oclock/rep_065.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__46__2144.txt
treatment_1/sample_A/6Oclock/rep_066.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__29__2127.txt
treatment_1/sample_A/6Oclock/rep_067.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__100__2198.txt
treatment_1/sample_A/6Oclock/rep_068.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__138__2236.txt
treatment_1/sample_A/6Oclock/rep_069.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__41__2139.txt
treatment_1/sample_A/6Oclock/rep_070.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__75__2173.txt
treatment_1/sample_A/6Oclock/rep_071.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__70__2168.txt
treatment_1/sample_A/6Oclock/rep_072.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__143__2241.txt
treatment_1/sample_A/6Oclock/rep_073.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__2__2100.txt
treatment_1/sample_A/6Oclock/rep_074.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__98__2196.txt
treatment_1/sample_A/6Oclock/rep_075.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__103__2201.txt
treatment_1/sample_A/6Oclock/rep_076.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__30__2128.txt
treatment_1/sample_A/6Oclock/rep_077.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__35__2133.txt
treatment_1/sample_A/6Oclock/rep_078.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__117__2215.txt
treatment_1/sample_A/6Oclock/rep_079.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__148__2246.txt
treatment_1/sample_A/6Oclock/rep_080.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__9__2107.txt
treatment_1/sample_A/6Oclock/rep_081.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__93__2191.txt
treatment_1/sample_A/6Oclock/rep_082.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__127__2225.txt
treatment_1/sample_A/6Oclock/rep_083.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__133__2231.txt
treatment_1/sample_A/6Oclock/rep_084.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__21__2119.txt
treatment_1/sample_A/6Oclock/rep_085.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__87__2185.txt
treatment_1/sample_A/6Oclock/rep_086.npy,treatment_1,sample_A,6Oclock,treatment_1/sample_A/6Oclock,/Users/mathewyoussef/Desktop/extremophile_detection/Data/Final_Experiment_August_18_2025/Treatment_1_UVA140p49_UVB92p06/A/Angle_6Oclock/sample_1_A_6oclock_ST026791__61__2159.txt
